section_id,subject_code,group_count,elective_section_id
CE DS  3rd Sem,PCC- CS-301,1,
CE DS  3rd Sem,PCC-DS-301,1,
CE DS  3rd Sem,BSC-DS-302,1,
CE DS  3rd Sem,HSMC- 01,1,
CE DS  3rd Sem,PCC-DS-302,2,
CE DS  3rd Sem,BSC-DS-303,2,
CE DS  3rd Sem,PCC-DS-303,2,
CE DS  3rd Sem,PCC- CS-303,2,
,,,
IT 3rd Sem,ESC-301,1,
IT 3rd Sem,PCC-CS-301,1,
IT 3rd Sem,ESC-302,1,
IT 3rd Sem,PCC-CS-302,2,
IT 3rd Sem,BSC-301,1,
IT 3rd Sem,HSMC-02,1,
IT 3rd Sem,ESC-303(IT),2,
IT 3rd Sem,ESC-304(IT),2,
IT 3rd Sem,PCC-CS-303,2,
,,,
CE51 5th Sem,ESC-501,1,
CE51 5th Sem,PCC-CS-501,1,
CE51 5th Sem,PCC-CS-502,1,
CE51 5th Sem,PCC-CS-503,1,
CE51 5th Sem,BSC-01,1,
CE51 5th Sem,PEC-CS-D-501,1,
CE51 5th Sem,MC-01,1,
CE51 5th Sem,H-102,1,
CE51 5th Sem,PCC-CS-504,2,
CE51 5th Sem,PCC-CS-505,2,
,,,
CE52 5th Sem,ESC-501,1,
CE52 5th Sem,PCC-CS-501,1,
CE52 5th Sem,PCC-CS-502,1,
CE52 5th Sem,PCC-CS-503,1,
CE52 5th Sem,BSC-01,1,
CE52 5th Sem,PEC-CS-D-501,1,
CE52 5th Sem,MC-01,1,
CE52 5th Sem,H-102,1,
CE52 5th Sem,PCC-CS-504,2,
CE52 5th Sem,PCC-CS-505,2,
,,,
CE (RL) 5th Sem,ESC-501,1,
CE (RL) 5th Sem,PCC-CS-501,1,
CE (RL) 5th Sem,PCC-CS-502,1,
CE (RL) 5th Sem,PCC-CS-503,1,
CE (RL) 5th Sem,BSC-01,1,
CE (RL) 5th Sem,PEC-CS-D-501,1,
CE (RL) 5th Sem,MC-01,1,
CE (RL) 5th Sem,H-102,1,
CE (RL) 5th Sem,PCC-CS-504,1,
CE (RL) 5th Sem,PCC-CS-505,1,
,,,
CE DS  5th Sem,PCC-DS-501,1,
CE DS  5th Sem,PCC-CS-404,1,
CE DS  5th Sem,PCC-DS-502,1,
CE DS  5th Sem,PCC-CS-403,1,
CE DS  5th Sem,BSC-01,1,
CE DS  5th Sem,PCC-DS-503,1,
CE DS  5th Sem,MC-01,1,
CE DS  5th Sem,PCC-DS-504,2,
CE DS  5th Sem,PCC-CS-406,2,
CE DS  5th Sem,H-102,1,
,,,
IT 5th Sem,PCC-CS-501,1,
IT 5th Sem,PCC-CS-502,1,
IT 5th Sem,PCC-CS-503,1,
IT 5th Sem,PCC-CS-602,1,
IT 5th Sem,HSMC-01,1,
IT 5th Sem,PEC-CS-A-702,1,
IT 5th Sem,MC-01,1,
IT 5th Sem,H-102,1,
IT 5th Sem,PCC-CS-504,2,
IT 5th Sem,PCC-CS-505,2,
,,,
CE71 7th Sem,PEC-CS-S-701(I),1,
CE71 7th Sem,PEC-CS-D-702(I),1,
CE71 7th Sem,PEC-CS-A-703,1,
CE71 7th Sem,OEC-CS-701(IV),1,
CE71 7th Sem,PEC-IT-I-703,1,
CE71 7th Sem,HSMC-03,1,
,,,
CE72 7th Sem,PEC-CS-S-701(I),1,
CE72 7th Sem,PEC-CS-D-702(I),1,
CE72 7th Sem,PEC-CS-A-703,1,
CE72 7th Sem,OEC-CS-701(IV),1,
CE72 7th Sem,PEC-IT-I-703,1,
CE72 7th Sem,HSMC-03,1,
,,,
CE (RL) 7th Sem,PEC-CS-S-701(I),1,
CE (RL) 7th Sem,PEC-CS-D-702(I),1,
CE (RL) 7th Sem,PEC-CS-A-703,1,
CE (RL) 7th Sem,OEC-CS-701(IV),1,
CE (RL) 7th Sem,PEC-IT-I-703,1,
CE (RL) 7th Sem,HSMC-03,1,
,,,
CE DS  7th Sem,PCC-DS-701,1,
CE DS  7th Sem,PEC-CS-D-701,1,
CE DS  7th Sem,PCC-DS-703,1,
CE DS  7th Sem,OEC-CS-701(IV),1,
CE DS  7th Sem,OEC-CS-702(IV),1,
CE DS  7th Sem,PCC-DS-704,1,
,,,
IT 7th Sem,PEC-IT-I-701,1,
IT 7th Sem,PEC-CS-D-501,1,
IT 7th Sem,PEC-CS-D-703,1,
IT 7th Sem,OEC-CS-701(IV),1,
IT 7th Sem,PEC-CS-S-701(I),1,
IT 7th Sem,ESU-203-V,1,
,,,
M.Tech CSE (1st ),MCS-18-101,1,
M.Tech CSE (1st ),MCS-18-102,1,
M.Tech CSE (1st ),MCN-18-101,1,
M.Tech CSE (1st ),MCS-18-112,1,
M.Tech CSE (1st ),RMI-101,1,
M.Tech CSE (1st ),AUD-01,1,
M.Tech CSE (1st ),MCS-18-104,1,
M.Tech CSE (1st ),MCN-18-101 A,1,
,,,
M.Tech 3CE,MCS-18-304,1,
M.Tech 3CE,OEC-102A,1,
M.Tech 3CE,AC-02,1,
M.Tech 3CSE,MCS-18-304,1,
M.Tech 3CSE,OEC-102A,1,
M.Tech 3CSE,AC-02,1,
